ID;book_ID;tag_ID
a1000000-0000-0000-0000-000000000003;a5cdb456-c17f-408c-b186-180befbff0de;550e8400-e29b-41d4-a716-446655440003
a1000000-0000-0000-0000-000000000004;d76d67c5-3883-4616-932b-84041376e64c;550e8400-e29b-41d4-a716-446655440002
a1000000-0000-0000-0000-000000000005;d76d67c5-3883-4616-932b-84041376e64c;550e8400-e29b-41d4-a716-446655440004
a1000000-0000-0000-0000-000000000006;3a15c88a-9245-4ece-9193-25d7206be2e1;550e8400-e29b-41d4-a716-446655440001
a35477d4-be4d-4303-b657-d0b0775274f1;2b32f341-944d-452d-9fa5-ce282711cc5a;550e8400-e29b-41d4-a716-446655440002
a4515df9-d595-481c-9d14-b05688c03869;c15ee22b-8663-4421-b554-4576f9ca75b0;550e8400-e29b-41d4-a716-446655440001
a6ffcec3-06a8-4e8a-a5f7-78ec1e81a3c2;d76d67c5-3883-4616-932b-84041376e64c;550e8400-e29b-41d4-a716-446655440001
a9519729-c2c4-4356-b1fe-81dbadd646a5;537c5c99-d95e-404c-b289-881d6663c265;550e8400-e29b-41d4-a716-446655440001
ac62be57-1081-450e-b0a2-adec0d3b13f1;5e75572f-225f-4fc2-adea-ff378f23e447;550e8400-e29b-41d4-a716-446655440002
b1916dda-04a4-4cb5-b724-83df916b2bd0;247ce455-ee9f-42da-9f67-0eab6f849d1b;550e8400-e29b-41d4-a716-446655440006
b54a15dc-172a-4ac3-8caa-c6debfb821d2;83b7eb23-7a7d-4393-adc6-369353bf4fba;550e8400-e29b-41d4-a716-446655440002
c63f3f0b-5efd-4f22-8473-722b8e4f54ed;d76d67c5-3883-4616-932b-84041376e64c;550e8400-e29b-41d4-a716-446655440006
cc736ee3-4e7d-4706-95c0-ea5ae4c6257b;54b1d210-0372-4070-9c25-8cb0e953eadc;550e8400-e29b-41d4-a716-446655440002
cd668465-f8a7-43f6-92e0-9dd0b615eaec;c15ee22b-8663-4421-b554-4576f9ca75b0;550e8400-e29b-41d4-a716-446655440002
dab46de8-3d74-43f3-afe5-ffb193440450;3db6dce7-57fc-46ab-be55-16554868f434;550e8400-e29b-41d4-a716-446655440004
df9935d1-d50b-4c80-a16f-b57ba189af21;247ce455-ee9f-42da-9f67-0eab6f849d1b;550e8400-e29b-41d4-a716-446655440004
e9e940e4-7c1e-4731-a0c5-05e5fc3375c4;247ce455-ee9f-42da-9f67-0eab6f849d1b;550e8400-e29b-41d4-a716-446655440007
f4a4b4bf-bea1-4f59-ae0e-6a45257edcd4;50965173-194a-4f27-a004-2401c3d3df2e;550e8400-e29b-41d4-a716-446655440001
fb96979e-0b2f-4cb8-b41e-748a09d8aec0;288c74ba-3ac0-4eba-b05a-71a2410eab4c;550e8400-e29b-41d4-a716-446655440002
